provider,document,version,section_heading,sentence_index,sentence_verbatim,modal_verbs_found
Anthropic,Responsible Scaling Policy,v2.1,Transparency and External Input,358,These include summaries of related Capability and Safeguards reports when we deploy a model18 as well as plans for current and future comprehensive capability assessments and deployment and security safeguards.19 We will also periodically release information on internal reports of potential instances of non-compliance and other implementation challenges we encounter.,plans;will
Anthropic,Responsible Scaling Policy,v2.1,Transparency and External Input,365,"Procedural compliance review: On approximately an annual basis, we will commission a third-party review that assesses whether we adhered to this policy’s main procedural commitments (we expect to iterate on the exact list since this has not been done before for RSPs).",commitments;expect;will
Anthropic,Responsible Scaling Policy,v2.1,Transparency and External Input,370,"Where possible, we will include descriptions of the empirical evaluation results we believe would indicate that a model is no longer safe to store under the ASL-2 Standard.",will
Anthropic,Responsible Scaling Policy,v2.1,Transparency and External Input,372,"18 We currently expect that if we do not deploy the model publicly and instead proceed with training or limited deployments, we will likely instead share evaluation details with a relevant U.S. Government entity.",expect;will
Anthropic,Responsible Scaling Policy,v2.1,Transparency and External Input,375,"If we take this measure, however, we will also acknowledge the overall level of risk posed by AI systems (including ours), and will invest significantly in making a case to the U.S. government for taking regulatory action to mitigate such risk to acceptable levels.",will
Anthropic,Responsible Scaling Policy,v2.1,Appendix C: Detailed Capability Thresholds,461,"21 This comparison is hard to make in practice; this note is to clarify the meaning of the conceptual threshold and the fact that this policy aims to measure risk relative to the world in 2023, so that we can understand how much risk the current generations of frontier models are creating.",aims
Anthropic,Responsible Scaling Policy,v2.1,Appendix C: Detailed Capability Thresholds,463,"We treat these lists as sensitive, but we plan to share them with organizations such as AI Safety Institutes and the Frontier Model Forum, and keep these lists updated.",plan
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",466,RSP-2024: This update introduces a more flexible and nuanced approach to assessing and managing AI risks while maintaining our commitment not to train or deploy models unless we have implemented adequate safeguards.,commitment
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",475,"Rather than triggering higher safety standards automatically, reaching this checkpoint will prompt additional evaluation of the model’s capabilities and accelerate our preparation of stronger safeguards.",will
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",476,"We previously considered these capabilities as a trigger for increased safeguards, motivated by an attempt to establish some threshold while we developed a better sense of potential threats.",considered
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",477,We now believe that these capabilities - at the levels we initially considered - would not necessitate the ASL-3 standard.,considered
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",480,"Such capabilities could lead to rapid, unpredictable advances in AI, potentially outpacing our ability to evaluate and address emerging risks, and may also serve as an early warning sign for the ability to automate R&D in other domains.",could;may
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",505,"For internal use, safety testing and deployments to sufficiently trusted users, we will instead require a combination of access controls and monitoring.",will
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",507,We expect that aggregating all the available evidence about model capabilities will provide decision makers with a more complete picture of the overall level of risk and improve our ability to solicit feedback on our work.,expect;will
Anthropic,Responsible Scaling Policy,v2.1,"October 15, 2024 (RSP v2.0)",509,"commitments.” These include expanding the duties of the Responsible Scaling Officer; adding internal critique and external expert input on capability and safeguard assessments; new procedures related to internal governance; and maintaining a public page for overviews of past Capability and Safeguard Reports, RSP-related updates, and future plans.",commitments;plans
Anthropic,Responsible Scaling Policy,v2.1,"March 31, 2025 (RSP v2.1)",513,Iterative Commitment: We have adopted a general commitment to reevaluate our Capability Thresholds whenever we upgrade to a new set of Required Safeguards.,commitment
Anthropic,Responsible Scaling Policy,v2.1,"March 31, 2025 (RSP v2.1)",514,We have decided not to maintain a commitment to define ASL-N+1 evaluations by the time we develop ASL-N models; such an approach would add unnecessary complexity because Capability Thresholds do not naturally come grouped in discrete levels.,commitment
Anthropic,Responsible Scaling Policy,v2.1,"March 31, 2025 (RSP v2.1)",515,We believe it is more practical and sensible instead to commit to reconsidering the whole list of Capability Thresholds whenever we upgrade our safeguards.,commit
Anthropic,Responsible Scaling Policy,v2.1-reupload-20250402,Executive Summary,1,"In September 2023, we released our Responsible Scaling Policy (RSP), a public commitment not to train or deploy models capable of causing catastrophic harm unless we have implemented safety and security measures that will keep risks below acceptable levels.",commitment;will
Anthropic,Responsible Scaling Policy,v2.1-reupload-20250402,Executive Summary,8,"At present, all of our models must meet the ASL-2 Deployment and Security Standards.",must
Anthropic,Responsible Scaling Policy,v2.1-reupload-20250402,Executive Summary,17,"For models requiring comprehensive testing, we will assess whether the model is unlikely to reach any relevant Capability Thresholds absent surprising advances in widely accessible post-training enhancements.",will
